0,QUE ES UN CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,QUE ES * CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,QUIERO SABER * CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,QUE * CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,EXPLICA * CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,DEFINICION DE CERTIFICADO,*,*,Es la verificación de una avería.,udc.aiml
0,QUE ES UNA AVERIA,*,*,Es un incidente.,udc.aiml
0,QUE ES ESTE SOFTWARE,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,QUE HACE ESTE SOFTWARE,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,EXPLICA ESTE SOFTWARE,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,DEFINICION DE ESTE SOFTWARE,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,DEFINICION DE ESTE SISTEMA,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,ME PUEDES DECIR QUE ES ESTE SOFTWARE,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,ME PUEDES DECIR QUE ES ESTE SISTEMA,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,QUE ES ESTE SISTEMA,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,QUE HACE ESTE SISTEMA,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
0,EXPLICA ESTE SISTEMA,*,*,Es un sistema de gestion de averias#Comma las cuales son reportadas por Movistar.,udc.aiml
